rombel,guru_kelas,guru_matematika,guru_bahasa_indonesia,guru_bahasa_inggris,guru_pkn,guru_penjaskes,guru_agama_budi_pekerti,guru_seni_budaya,ptk_laki,ptk_perempuan,pegawai_laki,pegawai_perempuan,pd_kelas_1_laki,pd_kelas_1_perempuan,pd_kelas_2_laki,pd_kelas_2_perempuan,pd_kelas_3_laki,pd_kelas_3_perempuan,pd_kelas_4_laki,pd_kelas_4_perempuan,pd_kelas_5_laki,pd_kelas_5_perempuan,pd_kelas_6_laki,pd_kelas_6_perempuan,pd_kelas_7_laki,pd_kelas_7_perempuan,pd_kelas_8_laki,pd_kelas_8_perempuan,pd_kelas_9_laki,pd_kelas_9_perempuan,pd_kelas_10_laki,pd_kelas_10_perempuan,pd_kelas_11_laki,pd_kelas_11_perempuan,pd_kelas_12_laki,pd_kelas_12_perempuan,jumlah_kirim,ptk,pegawai,pd,pd_laki,pd_perempuan,before_ruang_kelas,after_ruang_kelas,before_ruang_perpus,after_ruang_perpus,before_ruang_lab,after_ruang_lab,before_ruang_praktik,after_ruang_praktik,before_ruang_pimpinan,after_ruang_pimpinan,before_ruang_guru,after_ruang_guru,before_ruang_ibadah,after_ruang_ibadah,before_ruang_uks,after_ruang_uks,before_toilet,after_toilet,before_gudang,after_gudang,before_ruang_sirkulasi,after_ruang_sirkulasi,before_tempat_bermain_olahraga,after_tempat_bermain_olahraga,before_ruang_tu,after_ruang_tu,before_ruang_konseling,after_ruang_konseling,before_ruang_osis,after_ruang_osis,before_bangunan,after_bangunan,cluster
17,7,0,0,0,0,0,0,0,1,5,0,1,8,1,9,5,4,0,5,3,10,2,8,3,14,10,3,3,1,1,8,5,1,0,0,4,4,6,1,108,71,37,9,9,1,1,0,0,0,0,0,0,2,2,0,0,1,1,2,2,1,1,0,0,0,0,1,1,0,0,0,0,11,11,0
12,7,0,0,0,0,0,1,0,3,4,0,1,4,1,3,0,4,5,3,1,1,2,3,1,4,1,4,1,3,3,2,2,5,0,1,2,13,7,1,56,37,19,12,12,1,1,0,0,0,0,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
13,9,0,0,0,0,0,0,0,1,5,3,1,3,0,0,1,5,3,4,3,0,1,2,0,1,2,0,1,4,2,1,0,1,0,4,0,1,6,4,42,26,16,13,13,1,1,1,1,2,2,1,1,1,1,1,1,0,0,4,4,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1
9,7,0,0,0,0,0,0,0,4,2,2,0,6,1,0,0,0,2,4,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,6,2,20,14,6,3,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
21,17,0,0,0,0,0,0,0,5,14,1,1,4,1,5,1,3,4,5,0,8,4,2,2,10,4,5,5,9,1,7,3,13,3,2,3,2,19,2,104,73,31,20,20,1,1,0,0,0,0,1,1,0,0,0,0,1,1,4,4,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
11,5,0,0,0,0,0,0,0,0,5,2,1,4,2,2,4,4,2,1,0,5,0,4,2,3,1,7,4,3,1,3,3,0,0,4,2,7,5,3,61,40,21,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
35,11,4,3,3,3,1,3,2,0,11,0,1,15,4,19,10,11,9,14,7,3,9,6,7,5,3,23,7,9,6,1,0,5,1,7,7,11,11,1,188,118,70,12,12,1,1,1,1,0,0,1,1,1,1,1,1,0,1,3,3,0,1,0,1,1,1,1,1,0,0,0,0,1,1,2
51,21,1,1,0,0,2,3,0,11,18,4,2,10,4,22,8,8,4,9,9,6,7,9,12,17,3,13,6,12,4,5,1,11,6,5,5,30,29,6,196,127,69,19,19,1,1,0,0,0,0,1,1,1,2,1,1,0,1,10,11,0,0,0,0,0,0,1,1,0,0,0,0,3,3,2
19,13,0,0,1,0,0,4,0,5,9,0,2,1,2,1,1,1,0,0,0,0,1,3,3,2,3,3,3,2,6,5,1,7,2,4,2,33,14,2,53,29,24,15,15,1,1,1,1,0,0,1,1,1,1,1,1,1,1,5,5,2,2,0,0,0,0,1,1,0,0,0,0,9,9,1
12,10,0,0,0,0,0,0,0,1,8,1,2,3,3,1,4,3,1,3,2,4,4,4,4,2,1,8,6,4,1,0,0,0,0,0,0,10,9,3,64,35,29,6,6,1,1,0,0,1,1,1,1,1,1,0,0,1,1,4,4,1,1,0,0,0,0,1,1,0,0,0,0,3,3,1
12,8,0,0,0,0,0,0,0,0,8,3,0,1,4,3,1,2,2,6,5,3,0,1,2,2,0,4,2,5,5,1,4,4,0,4,0,6,8,3,61,36,25,7,7,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,3,1,1,0,0,0,0,1,1,0,0,0,0,6,6,1
12,10,0,0,0,0,0,0,0,1,7,1,2,1,0,3,5,2,1,4,3,4,4,2,4,1,4,2,1,4,5,5,5,2,3,1,2,3,8,3,68,31,37,4,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1
10,6,0,0,0,4,1,0,0,4,3,3,1,2,1,1,4,1,1,1,1,0,0,0,0,3,1,3,2,2,1,2,0,8,3,8,1,44,7,4,46,31,15,12,12,1,1,0,0,1,1,1,1,1,1,1,1,1,1,5,5,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1
26,7,5,5,5,11,8,13,7,5,7,5,1,5,1,10,2,8,3,4,0,8,5,5,2,8,1,3,1,1,1,0,0,4,6,2,1,8,12,6,81,58,23,9,9,1,1,0,0,0,0,1,1,1,1,0,0,1,1,13,13,1,1,1,1,0,0,1,1,0,0,0,0,26,26,0
11,11,0,0,0,0,0,0,0,3,7,1,0,0,0,11,3,6,1,8,2,5,6,9,8,9,2,10,5,9,9,7,2,5,5,6,4,11,10,1,132,85,47,17,17,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0
12,7,5,5,5,4,1,0,2,1,8,0,1,0,2,4,2,2,0,2,0,6,2,1,1,5,2,4,2,5,1,5,3,3,4,8,4,8,9,1,68,45,23,6,7,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
11,9,0,0,0,0,0,0,0,2,7,1,2,2,0,4,3,3,1,0,0,0,1,4,0,2,2,1,0,5,2,1,1,4,1,3,3,2,9,3,43,29,14,6,6,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
21,9,0,0,0,0,0,0,0,0,9,3,2,1,1,2,1,2,3,2,2,6,5,0,2,1,2,2,2,1,3,1,0,0,0,0,0,6,9,5,39,18,21,5,5,0,0,0,0,0,0,1,1,1,1,0,0,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1
6,4,0,0,0,0,0,1,0,1,2,0,1,0,0,2,3,1,1,2,0,2,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,5,3,1,23,15,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
14,5,0,0,0,0,0,0,0,0,5,0,1,6,2,1,1,1,0,1,0,2,0,0,0,0,2,2,2,2,1,1,1,0,3,1,3,7,5,1,32,17,15,2,2,1,1,0,0,1,1,0,0,1,1,1,1,0,0,6,6,3,3,0,0,0,0,0,0,0,0,0,0,3,3,1
14,8,0,0,0,0,0,0,0,3,3,1,1,1,0,2,0,0,2,0,0,3,1,5,0,0,0,2,1,2,1,2,2,2,1,5,6,4,6,2,39,25,14,9,9,1,1,1,1,0,0,1,1,1,1,0,0,1,1,6,6,2,2,0,0,0,0,1,1,0,0,0,0,6,6,1
19,12,0,0,0,0,0,2,0,5,7,1,4,3,3,8,13,11,5,3,3,6,5,7,4,5,1,4,4,2,2,7,5,3,4,7,6,6,12,5,121,66,55,11,11,1,1,0,0,0,0,1,1,1,1,0,0,1,1,4,4,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0
15,10,0,0,0,0,0,0,0,4,6,1,0,8,1,4,3,3,1,10,0,9,3,5,2,5,4,3,5,0,0,8,3,0,0,3,5,6,10,1,85,58,27,10,8,1,1,0,0,0,0,1,1,1,1,1,1,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
8,7,0,0,0,0,0,0,0,2,4,0,1,1,0,1,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,2,0,1,0,2,0,14,6,1,15,15,0,5,5,1,1,0,0,0,0,0,0,1,1,1,1,1,1,4,4,1,1,2,2,0,0,0,0,1,1,0,0,1,1,1
15,10,0,0,0,1,0,0,0,2,9,0,0,4,1,5,3,5,3,4,2,7,4,1,1,3,4,5,1,4,1,5,3,2,1,1,1,4,11,0,74,47,27,16,17,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
13,13,0,0,0,0,0,0,0,1,11,0,1,3,1,5,2,2,0,0,1,4,3,8,7,5,6,7,12,8,5,4,7,8,3,3,8,6,12,1,112,57,55,15,15,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
20,10,0,0,0,0,9,15,1,2,7,1,1,8,8,11,3,6,4,2,4,3,3,1,0,3,3,5,2,2,0,2,2,0,0,0,0,12,9,2,76,47,29,3,3,1,1,0,0,0,0,1,1,1,1,0,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
41,13,0,1,2,0,2,11,0,6,15,4,6,11,3,3,4,7,9,3,1,6,2,6,5,11,3,9,3,7,2,10,2,2,7,5,1,8,21,10,122,80,42,17,17,1,1,1,1,0,0,2,2,0,0,0,0,0,0,22,22,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
11,5,0,0,0,0,0,0,0,1,3,1,0,2,3,4,1,2,1,2,1,5,2,0,0,1,0,1,4,0,0,1,1,3,1,0,0,4,4,1,35,21,14,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
31,14,3,0,1,0,1,6,0,3,19,6,0,1,0,7,1,2,2,3,1,6,4,4,3,4,5,9,3,2,2,4,7,7,3,10,9,9,22,6,99,59,40,8,9,1,1,0,0,0,0,1,1,1,1,0,0,0,0,10,10,0,0,0,0,1,1,0,0,0,0,0,0,12,16,0
9,9,0,0,3,3,9,9,2,1,11,1,0,4,2,4,1,5,4,3,1,4,3,2,0,4,4,0,2,4,1,0,0,0,0,0,0,13,12,1,48,30,18,12,12,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
17,13,0,1,2,0,4,5,0,4,9,1,4,6,5,3,2,1,5,5,3,14,7,1,0,1,1,3,5,0,0,6,1,0,0,2,0,4,13,5,71,42,29,17,17,1,1,0,0,0,0,1,1,1,1,0,0,0,0,6,6,0,0,0,0,0,0,1,1,0,0,0,0,13,13,1
13,12,0,0,0,0,0,0,0,3,7,1,2,4,2,10,4,2,0,4,1,5,1,4,2,1,1,6,2,4,2,2,5,5,1,4,0,16,10,3,72,51,21,6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
62,12,0,0,0,0,1,4,0,3,12,5,4,5,2,9,5,6,3,3,3,14,5,3,1,14,7,12,2,2,0,5,3,0,4,1,4,4,15,9,113,74,39,14,14,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,1,1,0,0,0,0,17,17,0
26,20,1,0,0,1,0,0,0,4,18,3,2,6,8,7,10,11,7,8,2,9,5,6,2,13,3,6,4,8,5,5,7,4,5,4,5,31,22,5,152,89,63,18,21,1,1,1,1,1,1,1,1,1,1,1,1,0,0,6,6,2,2,0,0,0,0,1,1,0,0,0,0,7,7,0
14,3,0,0,0,0,0,2,0,0,5,0,2,4,2,3,3,2,0,3,2,1,3,2,2,0,2,1,2,0,0,2,2,0,1,0,0,5,5,2,37,18,19,3,3,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1
10,8,1,0,0,0,0,0,0,0,9,0,1,0,0,0,1,4,1,2,2,0,1,2,0,1,2,1,2,1,4,3,1,0,0,0,0,3,9,1,30,15,15,12,12,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1
7,4,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,1,1,0,1,3,0,2,1,1,4,1,0,0,0,0,0,0,0,3,3,2,17,9,8,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10,4,0,0,0,0,0,0,0,1,4,3,2,5,2,7,2,4,1,6,5,3,4,5,7,1,3,6,5,5,3,5,3,0,0,0,0,10,5,5,82,47,35,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
9,3,0,0,0,0,0,0,0,1,3,0,1,0,0,4,1,0,0,4,1,4,3,2,0,0,3,3,3,1,2,0,3,0,0,3,0,3,4,1,37,21,16,7,7,0,0,0,0,0,0,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
15,6,8,8,7,8,1,8,5,2,10,2,1,2,0,4,2,2,2,5,2,2,4,3,3,4,1,7,4,2,4,5,1,6,8,3,4,3,12,3,80,45,35,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
12,12,0,0,0,0,0,2,0,2,9,0,3,4,1,9,1,6,2,6,4,5,2,4,2,4,1,5,1,2,2,4,3,6,3,5,1,9,11,3,83,60,23,13,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
23,17,0,2,1,0,2,2,1,9,15,2,0,2,2,5,2,2,4,5,1,4,3,4,4,5,5,1,1,0,0,2,4,5,6,5,3,3,24,2,75,40,35,14,14,1,1,0,0,0,0,1,1,1,1,1,1,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,10,10,0
14,14,0,0,0,0,0,0,0,1,12,0,1,5,8,3,4,1,6,6,2,6,4,4,2,4,3,4,3,3,5,0,1,0,0,0,0,2,13,1,82,39,43,13,13,1,1,1,1,0,0,1,1,1,1,1,1,1,1,3,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0
16,6,0,0,0,0,1,2,0,2,6,1,1,1,1,2,3,1,2,0,0,1,3,8,3,2,2,2,1,0,0,4,0,1,2,2,1,17,8,2,42,24,18,7,7,1,1,0,0,0,0,1,1,1,1,1,1,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,11,11,1
23,12,6,2,2,2,16,8,1,4,18,1,5,6,1,5,8,5,6,4,2,7,5,3,3,5,3,3,5,4,5,5,8,8,3,1,2,3,22,6,112,59,53,10,10,1,1,0,0,0,0,0,0,1,1,0,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
12,0,0,1,0,0,0,7,0,0,8,2,1,3,0,3,2,1,1,5,3,3,3,6,1,4,0,1,0,2,1,2,2,0,1,1,1,3,8,3,46,31,15,8,8,0,1,1,1,0,0,2,2,2,2,1,1,0,0,3,3,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1
23,1,1,1,0,1,0,3,0,4,4,0,0,1,1,3,1,1,0,1,1,1,0,0,1,0,1,1,0,1,2,2,1,4,2,1,1,5,8,0,27,16,11,3,3,0,0,1,1,0,0,0,0,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
5,5,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,3,0,0,0,0,4,0,1,0,2,1,5,1,0,0,0,0,0,0,8,4,1,18,13,5,2,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
13,7,1,0,0,0,0,0,0,0,7,1,1,3,0,1,3,1,1,3,2,3,0,4,0,2,0,2,0,1,0,0,1,1,0,2,0,6,7,2,30,23,7,12,12,1,1,0,0,0,0,1,1,1,1,0,0,0,0,6,6,1,1,0,0,0,0,1,1,0,0,0,0,10,10,1
12,12,5,8,5,12,6,12,0,2,10,0,0,5,3,4,6,4,2,7,2,3,3,4,3,4,2,1,3,2,1,3,1,1,0,0,0,30,12,0,64,38,26,5,5,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1
14,13,0,0,0,0,0,2,0,3,11,0,0,8,1,4,1,3,0,4,1,4,0,12,8,3,2,4,5,6,3,3,1,0,0,4,2,8,14,0,82,57,25,7,7,0,0,1,1,0,0,1,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0
22,7,8,8,2,0,3,0,1,2,8,0,2,1,1,2,3,1,0,1,3,5,1,3,2,3,2,4,2,2,3,3,1,0,0,0,3,5,10,2,46,25,21,7,7,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
11,11,0,0,0,0,1,0,0,3,8,2,0,6,2,4,2,0,3,2,4,0,0,5,1,4,0,4,3,1,3,1,2,3,3,8,3,5,11,2,64,38,26,22,22,1,1,0,0,0,0,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,1,1,1,1,0,0,20,20,1
22,7,0,0,0,0,0,0,0,1,6,2,1,3,1,5,1,4,1,1,1,2,3,2,0,2,3,0,3,4,1,1,0,1,1,2,2,6,7,3,44,27,17,7,7,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3,3,2,2,0,0,0,0,1,1,0,0,0,0,1,1,1
13,8,0,1,0,6,1,9,0,2,6,0,4,4,5,7,2,5,4,5,5,8,4,4,4,2,4,2,2,3,3,4,1,4,2,4,1,7,8,4,89,52,37,11,11,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0
23,12,1,1,1,1,1,2,0,5,8,2,1,5,5,4,1,1,4,3,2,6,3,11,6,6,3,3,4,0,3,6,1,1,1,1,2,10,13,3,82,47,35,8,8,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0
12,12,0,0,0,0,0,0,2,2,11,0,1,3,3,4,3,4,4,8,4,6,4,9,4,1,2,5,2,1,3,3,2,5,4,3,1,4,13,1,88,52,36,10,10,1,1,0,0,0,0,1,1,1,1,0,0,1,1,3,3,0,0,0,0,1,1,0,0,0,0,0,0,4,4,0
12,8,0,0,0,0,0,0,0,3,5,3,0,2,0,5,1,2,6,3,0,4,3,2,1,2,1,4,2,5,1,3,4,5,2,5,3,4,8,3,66,42,24,12,12,1,1,0,0,0,0,1,1,2,2,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1
17,8,0,0,0,0,0,0,0,2,6,0,1,12,7,7,4,1,2,3,0,7,1,1,0,2,2,7,3,2,2,4,3,3,1,5,2,2,8,1,81,54,27,7,7,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,2,0,0,0,0,1,1,1,1,0,0,0,0,3,3,0
10,9,0,0,0,0,0,0,0,3,4,1,0,2,2,1,6,0,1,2,1,0,0,1,0,3,0,3,1,2,0,0,0,2,3,0,0,10,7,1,31,16,15,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1
13,13,0,0,0,0,0,0,0,2,10,1,1,1,1,3,0,8,3,3,0,3,1,6,3,1,2,5,4,2,0,5,3,1,4,3,1,5,12,2,63,41,22,12,12,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
37,7,3,2,2,5,2,2,0,3,17,0,1,3,2,3,1,2,1,1,0,2,2,8,5,6,4,8,5,12,11,7,7,10,7,7,6,9,20,1,120,69,51,6,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0
11,1,5,5,5,3,5,2,10,0,5,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,5,2,4,1,1,0,0,0,2,0,4,5,1,19,15,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
14,11,0,0,0,0,0,0,0,2,9,0,4,5,5,2,3,6,3,3,2,5,2,3,2,6,4,10,2,2,3,2,4,2,0,0,1,8,11,4,77,46,31,20,20,1,1,0,0,0,0,1,1,1,1,1,1,1,1,6,6,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0
15,13,0,3,2,4,5,5,0,1,13,0,0,2,1,2,3,2,1,6,2,7,1,3,3,8,3,8,3,4,3,6,4,5,3,1,1,7,14,0,84,56,28,6,6,1,1,0,0,0,0,1,1,1,1,0,0,1,1,3,3,1,1,0,0,0,0,0,0,1,1,0,0,2,2,0
16,6,0,0,0,0,0,2,0,0,14,0,3,4,0,3,3,2,0,2,1,3,3,0,1,2,1,5,2,4,4,5,5,7,4,9,4,9,14,3,74,46,28,16,16,1,1,1,1,0,0,1,1,1,1,0,0,0,0,12,12,2,2,0,0,0,0,1,1,0,0,0,0,9,9,1
17,17,0,0,0,0,0,0,0,4,13,0,1,4,1,5,2,6,2,1,0,2,1,2,2,1,1,7,0,1,0,2,0,5,1,2,1,2,17,1,49,38,11,22,22,1,1,1,1,0,0,1,1,1,1,1,1,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,4,4,1
19,8,0,0,0,0,0,0,0,5,4,0,1,4,4,2,1,4,2,1,5,4,4,3,1,0,2,0,2,5,5,0,0,2,0,3,1,7,9,1,55,28,27,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1
13,8,0,1,0,0,0,1,0,1,10,0,9,2,0,4,3,2,1,3,0,2,1,1,4,2,0,3,1,1,2,2,3,1,1,2,2,5,11,9,44,26,18,13,13,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
12,6,1,1,0,1,1,0,0,2,5,1,1,1,1,1,0,2,0,6,1,4,3,2,0,5,4,8,4,0,2,6,1,3,2,2,0,7,7,2,58,40,18,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1
26,18,0,0,0,0,0,3,0,3,20,4,2,14,5,18,5,11,4,15,6,5,0,3,2,6,0,7,0,7,2,1,1,0,0,0,0,21,23,6,112,87,25,23,16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,12,11,0,0,0,0,0,0,0,0,1,1,0,0,11,12,0
15,15,0,0,1,0,14,9,0,3,13,1,0,5,3,6,0,5,3,6,1,3,2,7,1,10,2,5,4,5,5,1,3,5,3,1,0,10,16,1,86,59,27,14,14,1,1,0,0,0,0,1,1,1,1,0,0,1,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,6,6,0
19,11,0,0,0,0,0,0,0,1,9,2,1,1,1,6,1,1,0,2,0,4,3,1,0,2,1,4,3,1,1,4,0,7,1,3,0,6,10,3,50,38,12,16,16,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0,1,1,0,0,1,1,1
12,7,0,0,1,0,0,1,0,2,5,0,3,0,0,1,0,2,0,1,2,1,2,2,1,1,0,3,4,1,5,1,1,1,0,0,0,4,7,3,29,14,15,13,13,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1
10,5,0,0,0,0,0,0,0,2,2,0,1,0,0,3,3,0,1,7,4,3,3,5,1,4,2,0,2,1,4,2,0,4,3,0,0,5,4,1,52,29,23,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
12,11,0,0,0,0,1,3,0,5,7,0,2,0,3,3,2,5,3,3,2,5,0,1,3,2,1,2,2,1,1,4,5,3,4,6,2,7,12,2,63,35,28,6,6,1,1,0,0,0,0,1,1,1,1,0,0,1,1,3,3,0,0,0,0,0,0,1,1,0,0,0,0,10,10,1
12,6,0,0,1,0,2,1,0,6,7,0,4,2,0,1,1,1,0,0,2,3,1,2,1,5,0,3,4,3,0,3,4,8,3,3,1,3,13,4,51,34,17,11,11,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22,22,1
23,11,0,0,1,0,0,0,0,0,11,1,5,5,1,6,2,0,3,1,3,3,4,6,2,6,5,8,1,2,2,0,4,5,2,0,3,6,11,6,74,42,32,10,10,1,1,1,1,0,0,1,1,1,1,1,1,0,0,3,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1
25,15,0,0,0,0,0,1,3,0,16,1,1,6,3,5,1,11,2,8,4,12,4,5,3,5,2,9,3,8,4,3,1,4,3,2,3,26,16,2,119,86,33,22,22,1,1,1,1,0,0,1,1,0,0,0,0,1,1,5,5,0,0,1,1,0,0,1,1,0,0,0,0,3,3,0
24,20,0,0,0,0,0,0,0,2,19,5,5,8,3,2,4,4,4,6,4,5,10,19,5,12,5,11,4,14,6,5,2,11,2,7,1,17,21,10,154,104,50,32,32,1,1,0,0,0,0,1,1,1,1,0,0,1,1,8,8,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0
38,38,0,0,0,0,0,0,0,14,29,18,15,6,4,13,7,1,2,7,3,12,4,5,8,4,10,5,4,6,4,5,2,5,2,6,4,16,43,33,129,75,54,11,11,1,1,1,1,0,0,0,0,0,0,1,1,0,0,11,11,0,0,0,0,0,0,2,2,0,0,0,0,9,9,0
25,6,0,0,0,0,1,2,0,2,6,3,1,2,1,8,1,2,2,0,1,4,1,1,1,7,2,4,2,2,1,2,4,1,2,3,2,4,8,4,56,36,20,12,12,1,1,0,0,0,0,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,4,4,1
15,13,2,2,0,2,8,9,4,2,14,0,1,7,1,3,0,3,3,3,3,4,1,4,0,2,0,5,0,0,0,2,1,2,1,0,1,20,16,1,52,40,12,14,14,1,1,0,0,0,0,1,1,1,1,1,1,1,1,3,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1
15,6,3,3,0,4,3,2,0,1,5,1,1,1,2,2,0,0,1,1,1,1,0,0,0,3,4,4,3,4,0,4,3,9,1,1,4,3,6,2,49,30,19,6,6,1,1,0,0,0,0,1,1,1,1,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
9,9,0,0,0,0,0,0,0,4,4,3,3,0,1,0,1,0,0,1,0,1,1,1,0,4,3,0,0,0,4,3,2,0,4,0,0,7,8,6,26,10,16,6,6,1,1,0,0,0,0,1,1,1,1,0,0,1,1,4,4,1,1,0,0,0,0,1,1,0,0,0,0,2,2,1
