nama_sekolah,npsn,sekolah_id_enkrip
SLB SINAR HARAPAN 1,20536322,2A2E050EA33412C5B962                                                                                
SLB NEGERI ANEUK NANGGROE,69932555,A22013F22C46F2358D6A                                                                                
SLBIT Baitul Jannah,69899293,F1147504305FEB7C2B56                                                                                
SLBN 1 BONE,40310559,3C40867A1C9861FC8E35                                                                                
SLBN INHU,10401408,AAA43A5DCDE4D6809367                                                                                
SKh Karya Insani,69984149,8CEE808695906B9ECB05                                                                                
SLB KEMBAR KARYA PEMBANGUNAN I,20103432,8064F06F31D47803998E                                                                                
SLB BC INSAN HARAPAN,69758113,D82723F18596A090AA21                                                                                
SLBS ADIGUNA,69991537,61C9F5BFD5BEF22B23F6                                                                                
SLBS SHOLAHUDDIN AL AYUBI,69762645,375F44DE8703DC9F672F                                                                                
SLB PURWO RAHARJO,20407438,2BEF9BB40FADB03F8BD9                                                                                
SLB C YAYASAN TERATE,20219747,A14615CBBB24E0B5A834                                                                                
SLB PAMARDI PUTRA,20409879,509D655F036D0FA002E5                                                                                
SKH MARKUS,20606529,027EB3A4E8B4B492C141                                                                                
SLB AL CHUSNAINI,20501898,41BFEB1833CCFAD1C550                                                                                
SLB A KARYA MURNI RUTENG,50303441,464058B24D5B19881D00                                                                                
SLB MARSUDI PUTRA III,20409874,68A2FBE95B3DE1D83687                                                                                
SLBS BUNGONG JEUMPA KOTA JAMBI,69969336,E5B322574CD23F1E7C65                                                                                
SLB-A BERINGIN BHAKTI,20215017,BCB266C01029675BEE69                                                                                
SLB MUTIARA HATI,69932257,6129922747BB5A1AB61C                                                                                
SLB YPDP,20271533,4A1A60E4349785B16A89                                                                                
SLB AL-ISLAH PURWADADI,20264707,CCD959EEC971B3F86EA8                                                                                
SLB C YKB KAB GARUT,20258168,DEBCD9456E00C19B227E                                                                                
SLB BC NUGRAHA,20110817,E03C68892911E9539B77                                                                                
SLB NEGERI BORONG,50309365,2568CEE1A5531F46B60D                                                                                
SLB Insan Mulia,69895380,4F2D687DDD892F90BBFE                                                                                
SLB BCD NUSANTARA,20103070,82D65B2D09D61A4E023D                                                                                
SLB Ashabul Kahfi,69963053,5B0C850AB5970D10381D                                                                                
SLB NEGERI KUTAI TIMUR,30409879,5D16E39207729B5DE72B                                                                                
SLBS SUNAN MURIA,20332016,BBAFC6530F72E3DD10A1                                                                                
Sentra PK-LK SLB Negeri Kabupaten Gorontalo,40500679,A8ACE8E55F75E94B03FF                                                                                
SLB NEGERI CINEAM,20268133,AEA60A5C68A2A37C7C32                                                                                
SEKOLAH LUAR BIASA (SLB) SWASTA OSAKALI ASAHAN,69959064,1241D7FE7C7BE39B10D2                                                                                
SLB KRISTINIA BITUNG,69969117,8F1FBDAF36226C62717A                                                                                
SLB ABC PURNA BHAKTI PERTIWI,20258155,249363AD416157425616                                                                                
SLB ABC CITRA MANDALA,20218362,04F8285F76D4C7023834                                                                                
SLB BAIKUNTHA,69965284,414CCF34EF8FC975599E                                                                                
SLB BHAKTI PEMUDA,20512065,5E64A38D78709ACCAE25                                                                                
SLB NEGERI TANJUNG SELOR,30402398,436B9715740327A8F71F                                                                                
SLB CAHAYA GEMILANG PERTIWI,20256464,32E18F1BD69347D6BEFD                                                                                
SLB B-C PUTERA BANGSA,20548826,BB5AFD2669A11A3002C4                                                                                
SLB N TAMIANG LAYANG,30204188,72156E359F85E9C40C45                                                                                
SLB Negeri Salatiga,20328473,5DB846F9875FD9887896                                                                                
SLBN 2 PADANG,10303548,9B86BAD11D944CDA6294                                                                                
SLB BC MULYA BAKTI,20267654,BAC78D422A1024EB7B09                                                                                
SLB Swasta Kasih Ibu,70009590,9AEECB234662910DCBE9                                                                                
SLB TUNAS HARAPAN BANGSA,69773529,C6AC61D14101D604B48F                                                                                
SKH ASSALAM 01,20603588,49B94559059462AD88E8                                                                                
SLB PERMATA CIRANJANG,20258237,629DA8A97D89159DD638                                                                                
SLBN 1 PINRANG,40305207,1CEAEAB4F7B015CA49C7                                                                                
SLB A dan A Ganda BINAR INSAN ISTIQOMAH,69756186,CE5FA43FF39F50EFA0F2                                                                                
SLB C BINA GRAHITA LELES,20258167,8D8D3903AD280483B02D                                                                                
SLB PONDOK ANUGERAH,69996168,2E0F51D387965EEA10A8                                                                                
SLBS AUTIS MUTIARA HATI,69786500,056EF8CBEAE22FA1D2E3                                                                                
SLB HARAPAN IBU,69888972,B5225BB730E8D0E73057                                                                                
SLB ATTANHID,69970183,76083E5343B1AF083AA6                                                                                
SLB C SUMBER SARI,20219761,E7A8EF4E27A23C214CCF                                                                                
SLB AL HIDAYAH,69981047,88111699C4AF9149FBAE                                                                                
SLB ABC MELATI AISYIAH DELISERDANG,10262359,18DD66A4FDAD182885C9                                                                                
SLBN KANDANGAN,30301856,FD5E68576C48AF34855B                                                                                
SLB YPAC MANADO,40104552,2EAC7D4D8650C9B482D5                                                                                
SLB RAISYA PURI,69899721,F66CC11AA51E793AE6D5                                                                                
SLB-C BERINGIN BHAKTI,20215031,D4D3B8A1E7E56B7EBF7F                                                                                
SLB ABC ARGASARI LESTARI,20251827,0FF8F40761C6E6378C05                                                                                
SLB RELA BHAKTI 2 WATES,20402776,75522DCA5C515F005101                                                                                
SLB NEGERI SIAK,10497382,B909397FCFF4BA0ED2E0                                                                                
SLB YPAC MAKASSAR,40314609,4BFD986FF4B24F7279ED                                                                                
SLB PUTRA MANDIRI,20532432,A96CA7FCC0C6BAF7AD8E                                                                                
SLB C BUDAYA BANGSA,20219871,EF04627C4AE37E54D665                                                                                
SLB KARTINI,20208518,20A759B535FFE80EA088                                                                                
SLB  AL-JAMHURIL FATA,10498666,DB88ED0B008F489873BF                                                                                
SLB Harapan Bunda,69870687,D33A2DD9B241B7D8E1EB                                                                                
SLB Bhakti Luhur ,20534107,D827C5CDB2B6F757B969                                                                                
SLB NEGERI 2 KOTA BLITAR,20548809,A46E3203A7B8B91FA771                                                                                
SLB A YPKR,20259592,FDEDA7CD6941E8661552                                                                                
SLB JATIS HURIP,20219744,0787DF609055505C0C18                                                                                
SLB DEWI SARTIKA,20502392,C43FFD16E590052366B9                                                                                
SLB C Karya Tulus,10262384,7AC274F49FAE84D003BE                                                                                
SLB NEGERI 1 Sukabumi,70002721,8B161B1AD82C1D9760F5                                                                                
SLBN BENGKALIS,10495145,4798D0A545D134103BA6                                                                                
SLB MADHANI,69949239,01B6E3C042438EAFC8D4                                                                                
SLB NEGERI SEUNAGAN,10114230,DD95B1765EA29932FCAC                                                                                
SLB SISWA BUDHI,20532420,F7DB804D296F57D8830D                                                                                
SLBN  1 MUKOMUKO,10703137,CBCF02C9090570E0FE40                                                                                
SLB NURUL IMAN,20258486,260FEC014B47B959E7AB                                                                                
SLB N KOBA,10901347,1C4C727FBA86129D7092                                                                                
SLBN JUWETKENONGO,20572019,D87F808C11CC3794A2D9                                                                                
SLB AL-AZAMI,20267754,00783BFA509DD9D67A49                                                                                
SLB AISYIYAH 08,69786501,C15ABDF4655673394D2F                                                                                
SKH SATYA GIRI,69942559,07B59DD468516593A8CD                                                                                
SLB AKIRRA 2 ,69946961,DC561B431D63E22DE067                                                                                
SLB TUNAS KASIH,20574846,AC6B5DD747EF7AD45725                                                                                
SLB BINA BHAKTI MANDIRI,69756301,D710352091193B2C3129                                                                                
SLB BUNGA INDONESIA,69854723,5D1C9D2036C0ABF88739                                                                                
SLB YKK PACITAN,20511065,4DAA570D750FE3B6643A                                                                                
SLB B PRIMA BHAKTI MULIA,20229248,0116D824E881D109CC75                                                                                
SLB NEGERI TULANG BAWANG,10811029,CE47DE60ACE53AC9C80C                                                                                
SLB NEGERI BIREUEN,10110286,FFF6270A36591DFACB5C                                                                                
SEKOLAH KHUSUS PELITA NUSANTARA,20616068,003727F7E18E4D020AD7                                                                                
SLB PGRI PAMEKASAN,20584079,D328847CF8A951BC45D7                                                                                
SLBS LANGKOLU,69978369,BEA1AFFD7B177B8D6182                                                                                
SLBN 1 BENGKULU TENGAH,69725942,E0FF589C532253DB8A15                                                                                
SLB DELTA SEJAHTERA,20501855,E1E385F3ECA1235DE31D                                                                                
SLB AL HIDAYAH,20548827,22FFEF784239F671B94D                                                                                
SLB RAFAHA,69912939,9AD9C43AE14A80F63ACD                                                                                
SLB D YPAC,20219745,DD51B6D0FFB95C8B1D30                                                                                
SLB Negeri Berastagi,10202097,E77BFF4D97CA92FE9131                                                                                
SLB JENETALLASA,40318381,1290A207B95D239FDF55                                                                                
SLB KERABAT MULIA,20554305,C98E71E7CDF23C4AA127                                                                                
SLB NGAMPRAH RAYA,20267658,14A280899FAB9727BF62                                                                                
SLB C PANCARAN KASIH,20258316,7459589B63044D964277                                                                                
SLB B.C YDBA CIBENING,20217455,1388C17B9139A471E20B                                                                                
SLB ASSAKINAH SEJAHTERA,69775706,6E62DB7F7085D81F795D                                                                                
SLB Dharma wanita Makale,40309735,0861256DCB2831BB71D4                                                                                
SLB AMET JAYA RAHA,40404968,B303E08DAF42D9857B62                                                                                
SLB IKHLAS HATI IBU,69886467,C0140FBDD3719A9BEA5E                                                                                
SLB C DHARMA ASIH,30105076,9CC3D291DAD2E1B92D33                                                                                
SLB VETERAN,20539875,33E8EDB2297F3F57794F                                                                                
SLBN 1 KONAWE SELATAN,40408932,C88CBEDC72BAA40DF47D                                                                                
SKH AL-IHSAN 01,69726899,A16168637783BDC3B62E                                                                                
SLB NURUL MAJID,69940514,8E46071B0B09B488EE23                                                                                
SLB KOTA LHOKSEUMAWE,10113641,96DE06965DD3A5A7E12D                                                                                
SLBS WANGGUDU,60726488,4CF01F3FA3A97ECEE0C6                                                                                
SLB NEGERI AUTIS SUMATERA UTARA,69983843,C8852CC65C6C298A3265                                                                                
SLB YHT Duri,69787585,8AAD3E5135AC217D2BFF                                                                                
SLB BC YPLAB WARTAWAN,20219875,07BCF1247A515721D6AD                                                                                
SLB TUNAS MULIA,10310891,EE9396AB508982197ADE                                                                                
SLB PUTRA MANDIRI ,20549051,99A95F098C266159D160                                                                                
SLB N 1 PULANG PISAU,30205094,8D12F3533AA51382EB23                                                                                
SLB NEGERI SANANA,60202469,F9FD78718A1986BE48C3                                                                                
SLBN DURI,69958896,423D58AA475976BF783C                                                                                
SLB MUTIARA BUNDA KOTA BENGKULU,10703208,BA258D70E4FB7222C1D1                                                                                
SLB Dharma Bhakti Dharma Pertiwi,10807124,CE0F9A6CBDB94BAFE686                                                                                
SLB NEGERI BAG B GARUT,20258153,DB02B62D9DFFE7831D89                                                                                
SLBN 1 SUMBAWA BARAT,50205579,ED981D6C1675DC21039D                                                                                
SLB AUTISMA YPPA,10307638,42104577C4BF2CA62731                                                                                
SLBS B YAAT SURAKARTA,20354076,F64FA22E61D9E7E97170                                                                                
SLB NEGERI URI -WAREN,69967022,5BBF61F73FF92D3D0554                                                                                
SLBN 1 SANGIR,10310469,C2BE8AE9383F84FFF371                                                                                
SLB N 02 JAKARTA,20103089,992C0C9C1143146A6ABC                                                                                
SLB SWAKARYA,20103059,8CB3F9E1C09B5586BE40                                                                                
SLB C PAYAKUMBUH,10303868,FBF24F9E93068878CD71                                                                                
SLBS SARANA TERPADU,69762617,F52D11C3ADE3A83CEDD2                                                                                
SLB ABC YKS II,20258475,C2D92880440220DCF354                                                                                
SLB Binangkit,69840969,AB13D0E6726842E674DE                                                                                
SLB NEGERI 1 DEMAK,20319329,7E81C512BD41582026EE                                                                                
SLBN CIAMIS,20263125,660B61A90894AC7A5080                                                                                
SLB C ASIH MANUNGGAL,20219859,FE861F7A97C15DD2797D                                                                                
SLB WIYATA DHARMA,10807586,271FB173E2836F4AAC92                                                                                
SLB NURVITA,20259616,D9B2D5141FF0DDC78063                                                                                
SLB NEGERI PUSOMAEN,69857934,65C68387FFAB428539A8                                                                                
SLB B Payakumbuh,10303867,8FD31D4AB42B4CCC864E                                                                                
SLB YMIK BAYANG,10308257,F220DD3F8B321E0726B7                                                                                
SLB BC ROUDHOTUL ZANNAH,20259621,03981282A219A7F0C399                                                                                
SLB NEGERI PEMBINA,10495037,3E17F9A4BD2DEE87AAA8                                                                                
SLB BC BINA KASIH,20219877,CF44276ACB30BB26BD4B                                                                                
SLB SAMALA NERUGRASA YOSOWILANGUN,20566141,6ABFA114E31EA24E58F1                                                                                
SLB PUTRA PERTIWI,20305073,7CA5B776CCC310FF11BC                                                                                
SLB AL MUSLIMUN WOHA,50204076,F2C811EAD0D8CA5A4C49                                                                                
SKH CITRA NUGRAHA,69880761,4CBB16B37713EEFEA06A                                                                                
SKH PURNAMA PANGGARANGAN,69775726,330938CEC4710A9A5635                                                                                
SLB MUHAMMADIYAH KELAYU,69956626,301C7EE34216E1948354                                                                                
SLB C YPAALB PRAMBANAN KLATEN,20309736,38D7EB22C1B54E44D444                                                                                
SLB BUMI MANGGALO,10498731,7A6D0CD651EBE4B74387                                                                                
SLB TUNAS TEKAD SUMBERJAYA,20258213,012BC5B5A36E99DEFBFE                                                                                
SLB BC AUTIS YBA,20327959,5D7CEF66A03DE3F5E54C                                                                                
SLB TADULAKO MANDIRI,69969427,4F95F60F080D1A138A35                                                                                
SLB ASUHAN KASIH,50305124,EF1279B499AC18387AAE                                                                                
SLB-C YPLB,20549357,15D2656430FE8E990CD7                                                                                
SLB NEGERI SAMARINDA,70010498,1C72FF2666926E659462                                                                                
SLBN TOBADAK,69939598,0F3D9225B93C0BEBA8D8                                                                                
SLB CAHAYA BUNDA,10308264,3FB7FBDED5ECAE5D0D51                                                                                
SLB ABCD YSD POLOKARTO,20310488,EE0C12A692529E219799                                                                                
SLBS TOSIBA KOLAKA,69896044,2D4031CBD49D90BD5676                                                                                
SLB BINA SEJAHTERA,20230408,7278B24510FF81DF5FD1                                                                                
SLB BC YKS I MAJALAYA,20258479,F32884662AA078E4CD9A                                                                                
SKH PUTRA PUTRI MANDIRI,69734142,1CC6D1D15E327DE08A2F                                                                                
SLB NEGERI MUTIARA BAHARI MANDIRI,20202315,841CF82E8D76CD70AF2C                                                                                
SKh. AL KHAIRIYAH,20606302,343321722DE85A1502EB                                                                                
SLB NUR HUSNINA,69964487,47EF774D4D8A36BB6656                                                                                
SLB ABCD HUU,50220393,FB79D27B8244A57F5453                                                                                
SLB AYODYA TULADA,20532414,D8D9B3AF58A9ABD6C67A                                                                                
SKH MENARA KASIH,69786285,34B0B23A0736F3C440BF                                                                                
SLB Negeri Tabalong,30303048,175D8A70BC0926F0BCD7                                                                                
SLB BINA NUSANTARA I,20234018,043729D886A13D90567C                                                                                
SLB ABCD WATOPUTE,40400884,D5A86B25B9952D6148B3                                                                                
SLB ABC BALUNG,20554088,D08BDDB48A552FF8439A                                                                                
SLB AL-FAQIH,10495235,63D91ACC696BC6DFF4C5                                                                                
SLB ABCD NUR AMALIA,20235533,7DF3C2D712C49140F781                                                                                
SLB NEGERI BENPASI,50301154,8AD699DF461639318BF9                                                                                
SKH MUTIARA HATIKU,69859756,4C5192E9A05A5A6FAEF9                                                                                
SLB KHUSUS BINA MANDIRI,20533117,10CB2EA4CE0EFDDF9CDE                                                                                
SLB NEGERI MALINAU,69786905,D9AA92667AC3F2FD853C                                                                                
SLB RAHARJA SEJAHTERA KANDANGAN,69772559,C32F98757080BF7FB1FF                                                                                
SLB GALESONG,40316472,218028F26679979F9FA9                                                                                
SLB AS ADIYAH CABENGE,40303724,2E8C892943CD63F394AE                                                                                
SLBS AS-SURUR RAJADESA,69786494,C2DAFD09AA1CA9B9CA88                                                                                
SLB Negeri Syech Abdurrauf,70004322,7803EC7707E6EFF1B6EC                                                                                
SLB BC NURANI,20224119,422D64604E3E25D69662                                                                                
SLB SEJAHTERA,20109549,F972712A5B2A5C9C9E9C                                                                                
SLB NEGERI PALI,69987462,87D9C110AF1F69A4C99E                                                                                
SLB YP PEDULI ANAK NAGARI,69900070,775D0925ABEAFC37F5C1                                                                                
SLBS ABC LELEANI 1 AMBON,60102577,C8934C4CD2DF78EA6D47                                                                                
SLB BC Abdi Pratama,20110336,2631DFA9E49E2428F0EF                                                                                
SLB Serasi,69893226,9EC029294CB7443AB6FC                                                                                
SLB BINA BANGSA,20501858,1089DDB3224401036281                                                                                
SLB SUKAGALIH,20219742,1DA69C9BB57BA000113A                                                                                
SLB CINTA MANDIRI,10113250,81540190080B45E7DD75                                                                                
SLB PGRI WONOASIH,20536335,CC4B64966CC53983C0CD                                                                                
SLB Autis Kal-bar,69953634,B756C497242D4614E879                                                                                
SLB Izzul Haq Gunung Tanjung,70001209,3ECAF890FDF6D170D5CB                                                                                
SLB SYALOM TOLOMBUKAN SATU,40105019,A6AF3A9B9991DA55E7B2                                                                                
SLB Negeri Aceh Timur,69991917,CC7A41BBB5CA340BC1B1                                                                                
SLB PELITA INSAN,69919892,F9B1708807B91F1A2DF2                                                                                
SLB RAMA SEJAHTERA,20667660,1348A62992F44B742091                                                                                
SLB D-D1 YPAC JAKARTA,20109416,B6BEE7051EA06831420F                                                                                
SLB BENTENG,69786796,EDCBB4D0D0E620E627EC                                                                                
SLB NEGERI BANJARNEGARA,20353623,488D5207D1A93C8110D6                                                                                
SLB MUHAMMADIYAH DEKSO,20402611,CA2CE4D9EB680691913A                                                                                
SLB-BC Murni YPKSM,20219878,8244F7BA7BFB6AB5DEC0                                                                                
SLB YPCM BANYUDONO,20308610,5B2D47C5123848B08145                                                                                
SLB NEGERI CICENDO,26017001,C42B2CA0CEB4793CE11A                                                                                
SLBS MUHAMMADIYAH,20536983,A5326025E346328FC908                                                                                
SLB QALBUN INSANNI CELALA,69893697,FFFCAD2CEE9765EC2397                                                                                
SLB BC BAITUL ROHMAN,20235538,276413BDDDEE1AD8E21B                                                                                
SLB ABC MUHAMMADIYAH SUMEDANG,20235548,5D0AEC78EC4DFDD1EB92                                                                                
SLB NEGERI SERDANG BEDAGAI,60728467,9630B7917ED95C557684                                                                                
SLB ABC DOA BUNDA,20235534,632B89CD55C6B71DEC29                                                                                
SEKOLAH KHUSUS MELATI CERIA,69870319,5D7723694FA9EE6EA7D6                                                                                
SKH IDAMAN HATI,69974498,6470673F7CE53EA74507                                                                                
SKH MUSTHOFA BINAAN UMAT PANDEGLANG,60728426,C6231FAEE5DE084BA003                                                                                
SLBN 2 TANJUNGPINANG,69932219,10AB619A45F4E289D6EB                                                                                
SLBS FAJAR AMANAH,10497473,4B3D66E4F12F027A7AC8                                                                                
SLB NEGERI BAMBI,10110265,9AA83A90F6AF29CD6464                                                                                
SLB UNTUNG TUAH,30405644,506ED5A6A3982DB77AC9                                                                                
SLB-B,C SWADAYA,20328615,482C48D91E7F3C1772B8                                                                                
SLB KOTO AGUNG,69888456,17ADD0B33371CE2552FF                                                                                
SLB BINA INSANI BLIMBINGSARI,70004803,73394E2EEBCE6732364A                                                                                
SLB BC YAYASAN PUTRA BUAH DUA,20235541,D6931B62397FCE3F81FB                                                                                
SLB BC BINA WIDYA,20267653,28C2F5FADB37F04BFA12                                                                                
SKH ANAK MANDIRI,20615731,1D659A994EA6E1EF001A                                                                                
SLB NEGERI TOLITOLI,40202314,437A86A35E4C106A1B85                                                                                
SLBN 1 PALOPO,40307882,73EE38FCE6078791E9FB                                                                                
SLB SABK GEMILANG RAHAYU ARBIAH,69773518,0627A630F2751DFFBABB                                                                                
SLB NEGERI TARAKAN,30407811,839C47C7BD0DC9EE9DEB                                                                                
SLB CITA HATI BUNDA,60725429,7F569065A4FFC15D9CF7                                                                                
SLB C YAYASAN 88 PALEMBANG,10604006,6B1CA7279DB5AA9AB577                                                                                
SLB AISYAH SAPE,69996164,6CA47C6297252FF57D1B                                                                                
SLB NEGERI 1 KOTA PASURUAN,69852238,AD5B40E6B8E6D4C8024E                                                                                
SLB BHAKTI PEMUDA PAGU KEDIRI,69872304,E110D608B5AD7BFC2BF2                                                                                
SLB AMANAH BUNDA,69756289,D265B68897E8BC719A44                                                                                
SLB NEGERI BANDA ACEH,10105344,B49234CA9357EB487A0B                                                                                
SLB D1 YPAC SURAKARTA,20354081,293693DE3C2E8A064B65                                                                                
SLB ANEUK NANGGROE,69830444,AD323F7E4BD233F93A0B                                                                                
SLB NUR RAHMAH,69975365,652837DB31B2B0D23F99                                                                                
SLB BINA BAKTI,40310679,EFD28AA2D223390EA8DB                                                                                
SLB BERKAT YOSUA,70001746,68FC086A5F84A049B953                                                                                
SLBN 1 BUKITTINGGI,10303425,8CA34F11E8E96FCC1691                                                                                
SLB C BUDI ASIH,20361360,4DB07187596608FF7670                                                                                
SLB SEHATI,69991911,46E89C9FEE242BFAC667                                                                                
SLB ABC MIROJUTTAQWA,20235547,D1D0FF44A468FAB37877                                                                                
SLB YPAC SUMATERA BARAT,10303554,65CE76B0B60B5DE3F4B5                                                                                
SLB YRBB,20280600,C06CE1E53353E73D1605                                                                                
SLB B KARYA MURNI,10259452,6CA64E27EE4A44B7A907                                                                                
SLB YPI AL-MAGHFIROH,20258273,D3FA6A922F6051BA5A1A                                                                                
SLBN 1 SOPPENG,40303760,531A5CA40B1F9076A1E2                                                                                
SLB ISLAM YASINDO,20555054,F54E4B4AEC6F3F3D92CB                                                                                
SLBN 2 TAKALAR,40301720,3243F1EE4A02AD441F40                                                                                
Skh Sofiana Arrauf,70003882,E642941028935A21A43C                                                                                
SLB NEGERI 1 KOTA BOGOR,70003436,B66F07A009A012B9C6B0                                                                                
SLB FREDOFIOS,20400900,A20E7FDE6D67D363F1AF                                                                                
SLB PGRI BADAS,69772557,A03AFE6203A9D6C3447F                                                                                
SLB-B YPTB MALANG,20533744,E7F23058FDD45BFAE654                                                                                
SLB NEGERI MAKASAR,40307213,5CDCB0B7CAF2072E5452                                                                                
SLB EFATA,69909520,1B7CFA56F46E3EDB0784                                                                                
SLB MUTIARA KASIH,69935852,4B63242390A3B1FE6789                                                                                
SLB WIYATA DHARMA IV,20400898,4839D3BC9BCC653D2417                                                                                
SLB Budi Mulya Wates,20554604,DE178C813C0C3D61FFD9                                                                                
SEKOLAH KHUSUS YKDW 02 Kota Tangerang,20606539,9C20779C143FAAF4D199                                                                                
SLB LINGGA DHARMA,20234021,C5571EB094737400A20F                                                                                
SLBS PUTRA HANJUANG,69786400,BEB42FB943BD042AEB6D                                                                                
SLB ABC YKS MANGUNREJA,20268137,9CCE18443A73D1A0E7FF                                                                                
SLB SEHATI KARIMUN,11003211,06DF652F8B67498445A8                                                                                
SLB BC AL HUDA,20258466,EA9B257F28A74432DC0F                                                                                
SLB SYIARUL MUSLIMIN,69888870,9C76B8A3AED47E7A09BB                                                                                
SLB INSAN MANDIRI,58570160,61553DC62B8C7084B346                                                                                
SLB DHARMA WANITA,20512074,9F8E1CB13ED0DB6FD6F5                                                                                
SLB ADHITYA SOREANG,20821002,04421B401943464EAED3                                                                                
SLB BINA MANDIRI,20238477,CB312E16B92F51DB161C                                                                                
SLB TAMIMA MUMTAZ,69985209,5380CCF3A095F7515E04                                                                                
SLB SAMARA BUNDA,20409883,D1439086057EFB4E4723                                                                                
SLB BLANG JRUEN,69954207,57A98C49020880830F2C                                                                                
SLB SANTA LUSIA,10212423,388BA6F0B299CD007585                                                                                
SLB HARAPAN SAKINAH,20270894,5F8BE4D84C56B4E53CDB                                                                                
SLB DAMAYANTI,20400862,09ED18A1BB19E31724C1                                                                                
SLB BAKTI PUTRA,20402048,02B0265283AC3DA9F663                                                                                
SLB PEMBINA BLANGKEJEREN,10113205,3A25052A4035C27772A4                                                                                
SEKOLAH KHUSUS MULTI COLOUR LEARNING CENTER,69972026,AA837C017499E42EA09C                                                                                
SLB ABC YPLAB LEMBANG,20267651,2289843D3A2152D1C8FF                                                                                
SKH GALUH KINANTI,69942135,F048898B6B2C57FEADC2                                                                                
SLB AMAL MULIA,20106233,9D188997A69AFBF368B0                                                                                
SLB C RAJAWALI,40313321,BC0428379455C04554CB                                                                                
SLB AL - AZHAR,69864718,724DF2D522B51FD33152                                                                                
SKH MINDSET SCHOOL,70011281,4CA1F2473CCAA28BFFD4                                                                                
SLB PK-LK Negeri Bonde-Bonde,69893936,214B4F47B9DF3CB2CDA0                                                                                
SLB BC YGP SELAAWI GARUT,20258236,567BD742FAA56887AA52                                                                                
SLB NEGERI NGABANG,30107882,E960934EB62116E2D0CE                                                                                
SLB YAYASAN PENDIDIKAN PATRIOT,20251803,6F11425759E513AED0F2                                                                                
SLB NEGERI BUGIH PAMEKASAN,20526743,3AA6395FFBB40495268C                                                                                
SLB Negeri Semadam,10113630,A954D22304643740D60E                                                                                
SLB INSANI TUNAS MANDIRI,69976736,590C6535A94DF2FC0E9A                                                                                
SKH NURBAYAN 02,69786193,175F59EDCBD1A1B08151                                                                                
SLB C PUTRA MANDIRI,20341140,D2118E0E9344B73EB980                                                                                
SLB DARUSSALAM ,69985006,D6AD06C8C9F0085E027A                                                                                
SLB Negeri Aceh Jaya,69988487,A7D14B218580A4335E73                                                                                
SLB NEGERI 1 SUMBAWA,50219671,D6E1D975D982CA412548                                                                                
SLB TALENTA,69901032,E4D708B4332FA70C684B                                                                                
